trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN000929F0200229269,16:09:00,16:13:00,StopPoint:OCETGV INOUI-87741769,3,"",0,0,
OCESN000929F0200229269,16:20:00,16:23:00,StopPoint:OCETGV INOUI-87741777,4,"",0,0,
OCESN000929F0200229269,16:30:00,16:30:00,StopPoint:OCETGV INOUI-87741793,5,"",0,0,
OCESN006455F0200235780,22:40:00,22:40:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006455F0200235780,29:37:00,29:51:00,StopPoint:OCETGV INOUI-87741645,1,"",0,0,
OCESN006455F0200235780,30:11:00,30:16:00,StopPoint:OCETGV INOUI-87741728,2,"",0,0,
OCESN006455F0200235780,30:30:00,30:35:00,StopPoint:OCETGV INOUI-87741769,3,"",0,0,
OCESN006455F0200235780,30:43:00,30:48:00,StopPoint:OCETGV INOUI-87741777,4,"",0,0,
OCESN006455F0200235780,30:55:00,30:55:00,StopPoint:OCETGV INOUI-87741793,5,"",0,0,
OCESN000905F0500511396,22:26:00,22:26:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000905F0500511396,28:52:00,29:20:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN000905F0500511396,29:59:00,30:17:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN000905F0500511396,30:38:00,30:46:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN000905F0500511396,31:00:00,31:04:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN000905F0500511396,31:11:00,31:14:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN000905F0500511396,31:21:00,31:21:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006419F0600612505,07:48:00,07:48:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006419F0600612505,10:56:00,11:01:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006419F0600612505,11:45:00,11:55:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006419F0600612505,12:14:00,12:18:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006419F0600612505,12:31:00,12:34:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006419F0600612505,12:41:00,12:44:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006419F0600612505,12:51:00,12:51:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN000933F0300318019,11:30:00,11:30:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000933F0300318019,15:51:00,16:04:00,StopPoint:OCETGV INOUI-87741645,1,"",0,0,
OCESN000933F0300318019,16:26:00,16:31:00,StopPoint:OCETGV INOUI-87741728,2,"",0,0,
OCESN000933F0300318019,16:51:00,16:55:00,StopPoint:OCETGV INOUI-87741769,3,"",0,0,
OCESN000933F0300318019,17:02:00,17:05:00,StopPoint:OCETGV INOUI-87741777,4,"",0,0,
OCESN000933F0300318019,17:13:00,17:13:00,StopPoint:OCETGV INOUI-87741793,5,"",0,0,
OCESN000925F0200211739,06:08:00,06:08:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000925F0200211739,10:08:00,10:22:00,StopPoint:OCETGV INOUI-87741645,1,"",0,0,
OCESN000925F0200211739,10:57:00,11:01:00,StopPoint:OCETGV INOUI-87741728,2,"",0,0,
OCESN000925F0200211739,11:14:00,11:18:00,StopPoint:OCETGV INOUI-87741769,3,"",0,0,
OCESN000925F0200211739,11:24:00,11:28:00,StopPoint:OCETGV INOUI-87741777,4,"",0,0,
OCESN000925F0200211739,11:35:00,11:35:00,StopPoint:OCETGV INOUI-87741793,5,"",0,0,
OCESN000917F0200233498,05:34:00,05:34:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000917F0200233498,09:19:00,09:35:00,StopPoint:OCETGV INOUI-87741645,1,"",0,0,
OCESN000917F0200233498,10:01:00,10:07:00,StopPoint:OCETGV INOUI-87741728,2,"",0,0,
OCESN000917F0200233498,10:30:00,10:34:00,StopPoint:OCETGV INOUI-87741769,3,"",0,0,
OCESN000917F0200233498,10:41:00,10:44:00,StopPoint:OCETGV INOUI-87741777,4,"",0,0,
OCESN000917F0200233498,10:51:00,10:51:00,StopPoint:OCETGV INOUI-87741793,5,"",0,0,
OCESN000933F0200218018,12:03:00,12:03:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000933F0200218018,15:51:00,16:03:00,StopPoint:OCETGV INOUI-87741645,1,"",0,0,
OCESN000933F0200218018,16:28:00,16:33:00,StopPoint:OCETGV INOUI-87741728,2,"",0,0,
OCESN000933F0200218018,16:52:00,16:56:00,StopPoint:OCETGV INOUI-87741769,3,"",0,0,
OCESN000933F0200218018,17:03:00,17:14:00,StopPoint:OCETGV INOUI-87741777,4,"",0,0,
OCESN000933F0200218018,17:21:00,17:21:00,StopPoint:OCETGV INOUI-87741793,5,"",0,0,
OCESN006429F0600629759,08:44:00,08:44:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006429F0600629759,11:50:00,12:00:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006429F0600629759,12:38:00,12:48:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006429F0600629759,13:09:00,13:13:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006429F0600629759,13:27:00,13:31:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006429F0600629759,13:38:00,13:46:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006429F0600629759,13:54:00,13:54:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006429F1001029756,08:45:00,08:45:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006429F1001029756,11:50:00,12:00:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006429F1001029756,12:43:00,12:53:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006429F1001029756,13:14:00,13:18:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006429F1001029756,13:31:00,13:35:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006429F1001029756,13:41:00,13:49:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006429F1001029756,13:56:00,13:56:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006429F0400429761,08:29:00,08:29:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006429F0400429761,11:59:00,12:11:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006429F0400429761,12:47:00,12:59:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006429F0400429761,13:22:00,13:27:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006429F0400429761,13:40:00,13:44:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006429F0400429761,13:51:00,13:54:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006429F0400429761,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006429F0500529760,08:45:00,08:45:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006429F0500529760,11:50:00,12:00:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006429F0500529760,12:38:00,12:48:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006429F0500529760,13:09:00,13:13:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006429F0500529760,13:27:00,13:31:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006429F0500529760,13:38:00,13:46:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006429F0500529760,13:54:00,13:54:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006443F1201229621,12:47:00,12:47:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006443F1201229621,14:16:00,14:19:00,StopPoint:OCETGV INOUI-87725705,1,"",0,0,
OCESN006443F1201229621,15:39:00,15:47:00,StopPoint:OCETGV INOUI-87741009,2,"",0,0,
OCESN006443F1201229621,16:25:00,16:43:00,StopPoint:OCETGV INOUI-87741645,3,"",0,0,
OCESN006443F1201229621,17:05:00,17:09:00,StopPoint:OCETGV INOUI-87741728,4,"",0,0,
OCESN006443F1201229621,17:26:00,17:30:00,StopPoint:OCETGV INOUI-87741769,5,"",0,0,
OCESN006443F1201229621,17:37:00,17:40:00,StopPoint:OCETGV INOUI-87741777,6,"",0,0,
OCESN006443F1201229621,17:47:00,17:47:00,StopPoint:OCETGV INOUI-87741793,7,"",0,0,
OCESN006443F1101129617,12:47:00,12:47:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006443F1101129617,14:18:00,14:21:00,StopPoint:OCETGV INOUI-87725705,1,"",0,0,
OCESN006443F1101129617,15:39:00,15:47:00,StopPoint:OCETGV INOUI-87741009,2,"",0,0,
OCESN006443F1101129617,16:25:00,16:43:00,StopPoint:OCETGV INOUI-87741645,3,"",0,0,
OCESN006443F1101129617,17:05:00,17:09:00,StopPoint:OCETGV INOUI-87741728,4,"",0,0,
OCESN006443F1101129617,17:26:00,17:30:00,StopPoint:OCETGV INOUI-87741769,5,"",0,0,
OCESN006443F1101129617,17:37:00,17:40:00,StopPoint:OCETGV INOUI-87741777,6,"",0,0,
OCESN006443F1101129617,17:47:00,17:47:00,StopPoint:OCETGV INOUI-87741793,7,"",0,0,
OCESN006429F1201229754,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006429F1201229754,11:59:00,12:09:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006429F1201229754,12:48:00,12:58:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006429F1201229754,13:23:00,13:28:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006429F1201229754,13:40:00,13:44:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006429F1201229754,13:51:00,13:54:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006429F1201229754,14:01:00,14:01:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006439F0500515096,11:46:00,11:46:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006439F0500515096,14:41:00,14:46:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006439F0500515096,15:24:00,15:39:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006439F0500515096,16:06:00,16:14:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006439F0500515096,16:27:00,16:31:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006439F0500515096,16:39:00,16:43:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006439F0500515096,16:51:00,16:51:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006417F0400410250,06:52:00,06:52:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006417F0400410250,09:50:00,09:53:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006417F0400410250,10:26:00,10:40:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006417F0400410250,11:08:00,11:13:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006417F0400410250,11:27:00,11:32:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006417F0400410250,11:40:00,11:43:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006417F0400410250,11:50:00,11:50:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006439F0400415098,11:47:00,11:47:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006439F0400415098,14:42:00,14:47:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006439F0400415098,15:25:00,15:40:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006439F0400415098,16:06:00,16:12:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006439F0400415098,16:28:00,16:32:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006439F0400415098,16:39:00,16:43:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006439F0400415098,16:51:00,16:51:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006453F0300323746,17:10:00,17:10:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006453F0300323746,20:04:00,20:09:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006453F0300323746,20:48:00,21:00:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006453F0300323746,21:21:00,21:26:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006453F0300323746,21:39:00,21:42:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006453F0300323746,21:48:00,21:51:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006453F0300323746,21:58:00,21:58:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006447F0200226076,15:48:00,15:48:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006447F0200226076,17:23:00,17:26:00,StopPoint:OCETGV INOUI-87725705,1,"",0,0,
OCESN006447F0200226076,17:48:00,17:51:00,StopPoint:OCETGV INOUI-87743005,2,"",0,0,
OCESN006447F0200226076,19:07:00,19:13:00,StopPoint:OCETGV INOUI-87741009,3,"",0,0,
OCESN006447F0200226076,19:51:00,20:03:00,StopPoint:OCETGV INOUI-87741645,4,"",0,0,
OCESN006447F0200226076,20:21:00,20:24:00,StopPoint:OCETGV INOUI-87741728,5,"",0,0,
OCESN006447F0200226076,20:36:00,20:41:00,StopPoint:OCETGV INOUI-87741769,6,"",0,0,
OCESN006447F0200226076,20:48:00,20:51:00,StopPoint:OCETGV INOUI-87741777,7,"",0,0,
OCESN006447F0200226076,20:58:00,20:58:00,StopPoint:OCETGV INOUI-87741793,8,"",0,0,
OCESN000913F0200212089,05:38:00,05:38:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000913F0200212089,09:38:00,09:51:00,StopPoint:OCETGV INOUI-87741645,1,"",0,0,
OCESN000913F0200212089,10:22:00,10:33:00,StopPoint:OCETGV INOUI-87741728,2,"",0,0,
OCESN000913F0200212089,10:52:00,10:56:00,StopPoint:OCETGV INOUI-87741769,3,"",0,0,
OCESN000913F0200212089,11:02:00,11:05:00,StopPoint:OCETGV INOUI-87741777,4,"",0,0,
OCESN000913F0200212089,11:12:00,11:12:00,StopPoint:OCETGV INOUI-87741793,5,"",0,0,
OCESN006437F0200215937,10:56:00,10:56:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006437F0200215937,13:56:00,14:03:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006437F0200215937,14:39:00,14:54:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006437F0200215937,15:24:00,15:32:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006437F0200215937,15:51:00,15:55:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006437F0200215937,16:02:00,16:05:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006437F0200215937,16:13:00,16:13:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006435F0400412127,09:48:00,09:48:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006435F0400412127,11:21:00,11:24:00,StopPoint:OCETGV INOUI-87725705,1,"",0,0,
OCESN006435F0400412127,12:51:00,12:55:00,StopPoint:OCETGV INOUI-87741132,2,"",0,0,
OCESN006435F0400412127,13:05:00,13:09:00,StopPoint:OCETGV INOUI-87741009,3,"",0,0,
OCESN006435F0400412127,13:40:00,13:50:00,StopPoint:OCETGV INOUI-87741645,4,"",0,0,
OCESN006435F0400412127,14:15:00,14:25:00,StopPoint:OCETGV INOUI-87741728,5,"",0,0,
OCESN006435F0400412127,14:44:00,14:50:00,StopPoint:OCETGV INOUI-87741769,6,"",0,0,
OCESN006435F0400412127,14:57:00,15:01:00,StopPoint:OCETGV INOUI-87741777,7,"",0,0,
OCESN006435F0400412127,15:08:00,15:08:00,StopPoint:OCETGV INOUI-87741793,8,"",0,0,
OCESN006419F0500512507,07:45:00,07:45:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006419F0500512507,11:01:00,11:06:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006419F0500512507,11:45:00,11:55:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006419F0500512507,12:14:00,12:18:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006419F0500512507,12:31:00,12:34:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006419F0500512507,12:41:00,12:44:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006419F0500512507,12:51:00,12:51:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN000905F0400411395,22:26:00,22:26:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000905F0400411395,28:52:00,29:20:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN000905F0400411395,29:59:00,30:17:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN000905F0400411395,30:38:00,30:46:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN000905F0400411395,31:00:00,31:04:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN000905F0400411395,31:11:00,31:14:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN000905F0400411395,31:21:00,31:21:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN000949F0200226469,16:26:00,16:26:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000949F0200226469,20:14:00,20:28:00,StopPoint:OCETGV INOUI-87741645,1,"",0,0,
OCESN000949F0200226469,20:46:00,20:50:00,StopPoint:OCETGV INOUI-87741728,2,"",0,0,
OCESN000949F0200226469,21:06:00,21:10:00,StopPoint:OCETGV INOUI-87741769,3,"",0,0,
OCESN000949F0200226469,21:17:00,21:20:00,StopPoint:OCETGV INOUI-87741777,4,"",0,0,
OCESN000949F0200226469,21:27:00,21:27:00,StopPoint:OCETGV INOUI-87741793,5,"",0,0,
OCESN000921F0200211736,06:04:00,06:04:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000921F0200211736,09:53:00,10:15:00,StopPoint:OCETGV INOUI-87741645,1,"",0,0,
OCESN000921F0200211736,10:47:00,10:52:00,StopPoint:OCETGV INOUI-87741728,2,"",0,0,
OCESN000921F0200211736,11:06:00,11:10:00,StopPoint:OCETGV INOUI-87741769,3,"",0,0,
OCESN000921F0200211736,11:17:00,11:20:00,StopPoint:OCETGV INOUI-87741777,4,"",0,0,
OCESN000921F0200211736,11:27:00,11:27:00,StopPoint:OCETGV INOUI-87741793,5,"",0,0,
OCESN006447F0400426077,15:45:00,15:45:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006447F0400426077,17:23:00,17:26:00,StopPoint:OCETGV INOUI-87725705,1,"",0,0,
OCESN006447F0400426077,17:48:00,17:51:00,StopPoint:OCETGV INOUI-87743005,2,"",0,0,
OCESN006447F0400426077,19:07:00,19:13:00,StopPoint:OCETGV INOUI-87741009,3,"",0,0,
OCESN006447F0400426077,19:51:00,20:03:00,StopPoint:OCETGV INOUI-87741645,4,"",0,0,
OCESN006447F0400426077,20:21:00,20:24:00,StopPoint:OCETGV INOUI-87741728,5,"",0,0,
OCESN006447F0400426077,20:36:00,20:41:00,StopPoint:OCETGV INOUI-87741769,6,"",0,0,
OCESN006447F0400426077,20:48:00,20:51:00,StopPoint:OCETGV INOUI-87741777,7,"",0,0,
OCESN006447F0400426077,20:58:00,20:58:00,StopPoint:OCETGV INOUI-87741793,8,"",0,0,
OCESN000937F0300313076,13:33:00,13:33:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000937F0300313076,15:07:00,15:25:00,StopPoint:OCETGV INOUI-87725705,1,"",0,0,
OCESN000937F0300313076,18:05:00,18:16:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN000937F0300313076,18:43:00,18:48:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN000937F0300313076,19:04:00,19:08:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN000937F0300313076,19:15:00,19:23:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN000937F0300313076,19:30:00,19:30:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006419F0700712508,07:48:00,07:48:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006419F0700712508,11:01:00,11:06:00,StopPoint:OCETGV INOUI-87741009,1,"",0,0,
OCESN006419F0700712508,11:45:00,11:55:00,StopPoint:OCETGV INOUI-87741645,2,"",0,0,
OCESN006419F0700712508,12:14:00,12:18:00,StopPoint:OCETGV INOUI-87741728,3,"",0,0,
OCESN006419F0700712508,12:31:00,12:34:00,StopPoint:OCETGV INOUI-87741769,4,"",0,0,
OCESN006419F0700712508,12:41:00,12:44:00,StopPoint:OCETGV INOUI-87741777,5,"",0,0,
OCESN006419F0700712508,12:51:00,12:51:00,StopPoint:OCETGV INOUI-87741793,6,"",0,0,
OCESN006503F1201219906,10:26:00,10:26:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006503F1201219906,13:42:00,13:50:00,StopPoint:OCETGV INOUI-87745000,1,"",0,0,
OCESN006503F1201219906,14:25:00,14:34:00,StopPoint:OCETGV INOUI-87745497,2,"",0,0,
OCESN006503F1201219906,14:58:00,15:01:00,StopPoint:OCETGV INOUI-87745646,3,"",0,0,
OCESN006503F1201219906,15:09:00,15:09:00,StopPoint:OCETGV INOUI-87745679,4,"",0,0,
OCESN000821F0300311463,15:48:00,15:48:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000821F0300311463,19:18:00,19:22:00,StopPoint:OCETGV INOUI-87745497,1,"",0,0,
OCESN000821F0300311463,19:45:00,19:50:00,StopPoint:OCETGV INOUI-87745646,2,"",0,0,
OCESN000821F0300311463,19:58:00,19:58:00,StopPoint:OCETGV INOUI-87745679,3,"",0,0,
OCESN000813F0200220039,12:55:00,12:55:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000813F0200220039,16:34:00,16:38:00,StopPoint:OCETGV INOUI-87745497,1,"",0,0,
OCESN000813F0200220039,17:06:00,17:11:00,StopPoint:OCETGV INOUI-87745646,2,"",0,0,
OCESN000813F0200220039,17:18:00,17:18:00,StopPoint:OCETGV INOUI-87745679,3,"",0,0,
OCESN006501F0700731193,06:40:00,06:40:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006501F0700731193,09:30:00,09:37:00,StopPoint:OCETGV INOUI-87745000,1,"",0,0,
OCESN006501F0700731193,10:19:00,10:32:00,StopPoint:OCETGV INOUI-87745497,2,"",0,0,
OCESN006501F0700731193,10:58:00,11:01:00,StopPoint:OCETGV INOUI-87745646,3,"",0,0,
OCESN006501F0700731193,11:09:00,11:09:00,StopPoint:OCETGV INOUI-87745679,4,"",0,0,
OCESN006511F020028522,16:56:00,16:56:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006511F020028522,19:49:00,19:57:00,StopPoint:OCETGV INOUI-87745000,1,"",0,0,
OCESN006511F020028522,20:37:00,20:40:00,StopPoint:OCETGV INOUI-87745497,2,"",0,0,
OCESN006511F020028522,21:07:00,21:10:00,StopPoint:OCETGV INOUI-87745646,3,"",0,0,
OCESN006511F020028522,21:18:00,21:18:00,StopPoint:OCETGV INOUI-87745679,4,"",0,0,
OCESN006501F0500531194,06:43:00,06:43:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006501F0500531194,09:30:00,09:37:00,StopPoint:OCETGV INOUI-87745000,1,"",0,0,
OCESN006501F0500531194,10:19:00,10:32:00,StopPoint:OCETGV INOUI-87745497,2,"",0,0,
OCESN006501F0500531194,10:58:00,11:01:00,StopPoint:OCETGV INOUI-87745646,3,"",0,0,
OCESN006501F0500531194,11:09:00,11:09:00,StopPoint:OCETGV INOUI-87745679,4,"",0,0,
OCESN006503F1501519905,10:27:00,10:27:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006503F1501519905,13:42:00,13:53:00,StopPoint:OCETGV INOUI-87745000,1,"",0,0,
OCESN006503F1501519905,14:32:00,14:38:00,StopPoint:OCETGV INOUI-87745497,2,"",0,0,
OCESN006503F1501519905,15:07:00,15:10:00,StopPoint:OCETGV INOUI-87745646,3,"",0,0,
OCESN006503F1501519905,15:17:00,15:17:00,StopPoint:OCETGV INOUI-87745679,4,"",0,0,
OCESN006503F1101119904,10:26:00,10:26:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006503F1101119904,12:22:00,12:27:00,StopPoint:OCETGV INOUI-87743005,1,"",0,0,
OCESN006503F1101119904,13:42:00,13:50:00,StopPoint:OCETGV INOUI-87745000,2,"",0,0,
OCESN006503F1101119904,14:25:00,14:38:00,StopPoint:OCETGV INOUI-87745497,3,"",0,0,
OCESN006503F1101119904,15:06:00,15:09:00,StopPoint:OCETGV INOUI-87745646,4,"",0,0,
OCESN006503F1101119904,15:17:00,15:17:00,StopPoint:OCETGV INOUI-87745679,5,"",0,0,
OCESN006503F1001019902,10:26:00,10:26:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006503F1001019902,12:22:00,12:27:00,StopPoint:OCETGV INOUI-87743005,1,"",0,0,
OCESN006503F1001019902,13:42:00,13:50:00,StopPoint:OCETGV INOUI-87745000,2,"",0,0,
OCESN006503F1001019902,14:32:00,14:38:00,StopPoint:OCETGV INOUI-87745497,3,"",0,0,
OCESN006503F1001019902,15:06:00,15:09:00,StopPoint:OCETGV INOUI-87745646,4,"",0,0,
OCESN006503F1001019902,15:17:00,15:17:00,StopPoint:OCETGV INOUI-87745679,5,"",0,0,
OCESN000803F020028059,07:30:00,07:30:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000803F020028059,11:18:00,11:22:00,StopPoint:OCETGV INOUI-87745497,1,"",0,0,
OCESN000803F020028059,11:46:00,11:51:00,StopPoint:OCETGV INOUI-87745646,2,"",0,0,
OCESN000803F020028059,11:59:00,11:59:00,StopPoint:OCETGV INOUI-87745679,3,"",0,0,
OCESN006511F050058521,16:53:00,16:53:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN006511F050058521,19:49:00,19:57:00,StopPoint:OCETGV INOUI-87745000,1,"",0,0,
OCESN006511F050058521,20:37:00,20:40:00,StopPoint:OCETGV INOUI-87745497,2,"",0,0,
OCESN006511F050058521,21:07:00,21:10:00,StopPoint:OCETGV INOUI-87745646,3,"",0,0,
OCESN006511F050058521,21:18:00,21:18:00,StopPoint:OCETGV INOUI-87745679,4,"",0,0,
OCESN000801F0300311677,21:51:00,21:51:00,StopPoint:OCETGV INOUI-87686006,0,"",0,0,
OCESN000801F0300311677,29:45:00,30:00:00,StopPoint:OCETGV INOUI-87745497,1,"",0,0,
OCESN000801F0300311677,30:26:00,30:31:00,StopPoint:OCETGV INOUI-87745646,2,"",0,0,
